"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","questionid","answer","quid","description","exampletrue","examplefalse","run","sublist","completionurl","triple","name","id"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","pia_run1","PROLIFIC","25-May-2020 11:47:53","384","14481","""{\""23\"":{\""answer\"":false}}""","9e3fdf25-0bea-40e9-9b36-6aaadbc53ec6","I know that (a/an) shovel can roll/be used for rolling as most or all other things similar to (a/an) shovel roll. ","I know that (a/an) dog can breathe/be used for breathing as most or all other things similar to (a/an) dog breathe. ","I know that (a/an) cat can meow/be used for meowing as most or all other things similar to (a/an) cat meow. ","4","1","https://piasommerauer.github.io/annotation","implied_category-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","150340"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","piek","PROLIFIC","29-May-2020 11:51:09","384","14481","""{\""20\"":{\""answer\"":false}}""","9e3fdf25-0bea-40e9-9b36-6aaadbc53ec6","I know that (a/an) shovel can roll/be used for rolling as most or all other things similar to (a/an) shovel roll. ","I know that (a/an) dog can breathe/be used for breathing as most or all other things similar to (a/an) dog breathe. ","I know that (a/an) cat can meow/be used for meowing as most or all other things similar to (a/an) cat meow. ","4","1","https://piasommerauer.github.io/annotation","implied_category-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","181004"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","pia_run1","PROLIFIC","25-May-2020 11:45:13","384","14482","""{\""7\"":{\""answer\"":false}}""","1d02032d-4ddd-4570-a60b-0396ac5c4466","``Shovel'' is one of the first things which come to mind when I hear ``roll' because (a/an) shovel is a typical example of things which roll/are used for rolling'. ","``Baby'' is one of the first things which come to mind when I hear ``cry' because (a/an) baby is a typical example of things which cry/are used for crying'. ","``Teacher'' is one of the first things which come to mind when I hear ``walk' because (a/an) teacher is a typical example of things which walk/are used for walking'. ","4","1","https://piasommerauer.github.io/annotation","typical_of_property-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","150253"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","piek","PROLIFIC","29-May-2020 11:53:55","384","14482","""{\""38\"":{\""answer\"":false}}""","1d02032d-4ddd-4570-a60b-0396ac5c4466","``Shovel'' is one of the first things which come to mind when I hear ``roll' because (a/an) shovel is a typical example of things which roll/are used for rolling'. ","``Baby'' is one of the first things which come to mind when I hear ``cry' because (a/an) baby is a typical example of things which cry/are used for crying'. ","``Teacher'' is one of the first things which come to mind when I hear ``walk' because (a/an) teacher is a typical example of things which walk/are used for walking'. ","4","1","https://piasommerauer.github.io/annotation","typical_of_property-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","181065"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","pia_run1","PROLIFIC","25-May-2020 11:49:51","384","14483","""{\""35\"":{\""answer\"":false}}""","c194b642-1c57-40b8-b148-8bab362ebbb7","``Roll'' is one for the first things which come to mind when I hear ``shovel' because rolling is one of the typical movements of (a/an) shovel'.","``Cut'' is one for the first things which come to mind when I hear ``knife' because cuting is one of the typical activities of (a/an) knife'.","``Float'' is one for the first things which come to mind when I hear ``needle' because floating is one of the typical activities of (a/an) needle'.","4","1","https://piasommerauer.github.io/annotation","typical_of_concept-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","150387"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","piek","PROLIFIC","29-May-2020 11:50:05","384","14483","""{\""14\"":{\""answer\"":false}}""","c194b642-1c57-40b8-b148-8bab362ebbb7","``Roll'' is one for the first things which come to mind when I hear ``shovel' because rolling is one of the typical movements of (a/an) shovel'.","``Cut'' is one for the first things which come to mind when I hear ``knife' because cuting is one of the typical activities of (a/an) knife'.","``Float'' is one for the first things which come to mind when I hear ``needle' because floating is one of the typical activities of (a/an) needle'.","4","1","https://piasommerauer.github.io/annotation","typical_of_concept-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","180977"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","pia_run1","PROLIFIC","25-May-2020 11:44:54","384","14484","""{\""4\"":{\""answer\"":false}}""","40f99cd0-f17c-414b-a197-cf873149ebb0","All or most  shovel(s) can roll/be used for rolling. This is not what they normally do or are used for. ","All or most  fork(s) can fight/be used for fighting. This is not what they normally do or are used for. ","All or most  brush(s) can fly/be used for flying. This is not what they normally do or are used for. ","4","1","https://piasommerauer.github.io/annotation","afforded_unusual-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","150242"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","piek","PROLIFIC","29-May-2020 11:52:45","384","14484","""{\""31\"":{\""answer\"":false}}""","40f99cd0-f17c-414b-a197-cf873149ebb0","All or most  shovel(s) can roll/be used for rolling. This is not what they normally do or are used for. ","All or most  fork(s) can fight/be used for fighting. This is not what they normally do or are used for. ","All or most  brush(s) can fly/be used for flying. This is not what they normally do or are used for. ","4","1","https://piasommerauer.github.io/annotation","afforded_unusual-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","181031"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","pia_run1","PROLIFIC","25-May-2020 11:49:40","384","14485","""{\""33\"":{\""answer\"":false}}""","fa980834-d6e3-4ef4-9ceb-f92a4e022237","I know that all or most shovel(s) roll regularly or are used for rolling regularly. ","I know that all or most candle(s) burn regularly or are used for burning regularly. ","I know that all or most T-shirt(s) wrap regularly or are used for wraping regularly. ","4","1","https://piasommerauer.github.io/annotation","afforded_usual-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","150383"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","piek","PROLIFIC","29-May-2020 11:48:38","384","14485","""{\""5\"":{\""answer\"":false}}""","fa980834-d6e3-4ef4-9ceb-f92a4e022237","I know that all or most shovel(s) roll regularly or are used for rolling regularly. ","I know that all or most candle(s) burn regularly or are used for burning regularly. ","I know that all or most T-shirt(s) wrap regularly or are used for wraping regularly. ","4","1","https://piasommerauer.github.io/annotation","afforded_usual-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","180932"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","pia_run1","PROLIFIC","25-May-2020 11:45:35","384","14486","""{\""11\"":{\""answer\"":false}}""","34e0e2cd-259a-4bdd-8380-dee99ca64411","You can find (a/an) shovel which can roll/be used for rolling. This distinguishes a certain type of shovel from others. ","You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. ","You can find (a/an) dog which can breathe/be used for breathing. This distinguishes a certain type of dog from others. ","4","1","https://piasommerauer.github.io/annotation","variability_limited-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","150269"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","piek","PROLIFIC","29-May-2020 11:52:17","384","14486","""{\""27\"":{\""answer\"":false}}""","34e0e2cd-259a-4bdd-8380-dee99ca64411","You can find (a/an) shovel which can roll/be used for rolling. This distinguishes a certain type of shovel from others. ","You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. ","You can find (a/an) dog which can breathe/be used for breathing. This distinguishes a certain type of dog from others. ","4","1","https://piasommerauer.github.io/annotation","variability_limited-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","181015"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","pia_run1","PROLIFIC","25-May-2020 11:46:13","384","14487","""{\""16\"":{\""answer\"":false}}""","219cbdcc-ed4a-42f0-b922-1f536353be36","I could say (a/an) shovel rolls/is used for rolling, but I would most certainly not mean it literally.","I could say (a/an) idea grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) person glows/is used for glowing, but I would most certainly not mean it literally.
I could say (a/an) thought burns/is used for burning, but I would most certainly not mean it literally.","I could say (a/an) plant grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) situation smiles/is used for smileing, but I would most certainly not mean it literally.
I could say (a/an) candle burns/is used for burning, but I would most certainly not mean it literally.","4","1","https://piasommerauer.github.io/annotation","creative-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","150298"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","piek","PROLIFIC","29-May-2020 11:47:48","384","14487","""{\""3\"":{\""answer\"":false}}""","219cbdcc-ed4a-42f0-b922-1f536353be36","I could say (a/an) shovel rolls/is used for rolling, but I would most certainly not mean it literally.","I could say (a/an) idea grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) person glows/is used for glowing, but I would most certainly not mean it literally.
I could say (a/an) thought burns/is used for burning, but I would most certainly not mean it literally.","I could say (a/an) plant grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) situation smiles/is used for smileing, but I would most certainly not mean it literally.
I could say (a/an) candle burns/is used for burning, but I would most certainly not mean it literally.","4","1","https://piasommerauer.github.io/annotation","creative-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","180919"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","pia_run1","PROLIFIC","25-May-2020 11:48:39","384","14488","""{\""30\"":{\""answer\"":false}}""","c3d75d61-38d3-4a46-87b1-5227689d4dee","I think there is a shovel  which can roll/be used for rolling, but this is rare or uncommon.","I think there is a toddler  which can read/be used for reading, but this is rare or uncommon.","I think there is a teenager  which can read/be used for reading, but this is rare or uncommon.","4","1","https://piasommerauer.github.io/annotation","rare-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","150356"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","piek","PROLIFIC","29-May-2020 11:46:51","384","14488","""{\""2\"":{\""answer\"":true}}""","c3d75d61-38d3-4a46-87b1-5227689d4dee","I think there is a shovel  which can roll/be used for rolling, but this is rare or uncommon.","I think there is a toddler  which can read/be used for reading, but this is rare or uncommon.","I think there is a teenager  which can read/be used for reading, but this is rare or uncommon.","4","1","https://piasommerauer.github.io/annotation","rare-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","180902"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","pia_run1","PROLIFIC","25-May-2020 11:45:08","384","14489","""{\""6\"":{\""answer\"":true}}""","3b92269d-a7d4-4fb3-bb56-7aab37aec132","Usually, (a/an) shovel cannot roll/be used for rolling, but there could be a highly unusual situation in which (a/an) shovel can roll.","Usually, (a/an) dog cannot speak/be used for speaking, but there could be a highly unusual situation in which (a/an) dog can speak.","Usually, (a/an) dog cannot bark/be used for barking, but there could be a highly unusual situation in which (a/an) dog can bark.","4","1","https://piasommerauer.github.io/annotation","unusual-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","150249"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","piek","PROLIFIC","29-May-2020 11:51:22","384","14489","""{\""22\"":{\""answer\"":true}}""","3b92269d-a7d4-4fb3-bb56-7aab37aec132","Usually, (a/an) shovel cannot roll/be used for rolling, but there could be a highly unusual situation in which (a/an) shovel can roll.","Usually, (a/an) dog cannot speak/be used for speaking, but there could be a highly unusual situation in which (a/an) dog can speak.","Usually, (a/an) dog cannot bark/be used for barking, but there could be a highly unusual situation in which (a/an) dog can bark.","4","1","https://piasommerauer.github.io/annotation","unusual-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","181008"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","pia_run1","PROLIFIC","25-May-2020 11:45:31","384","14490","""{\""10\"":{\""answer\"":false}}""","e5f8b206-34c4-4cf7-8f36-1177f7e62d99","I think it is impossible for (a/an) shovel to roll/be used for rolling.","I think it is impossible for (a/an) rock to float/be used for floating.","I think it is impossible for (a/an) metal to melt/be used for melting.","4","1","https://piasommerauer.github.io/annotation","impossible-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","150267"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","piek","PROLIFIC","29-May-2020 11:51:34","384","14490","""{\""23\"":{\""answer\"":true}}""","e5f8b206-34c4-4cf7-8f36-1177f7e62d99","I think it is impossible for (a/an) shovel to roll/be used for rolling.","I think it is impossible for (a/an) rock to float/be used for floating.","I think it is impossible for (a/an) metal to melt/be used for melting.","4","1","https://piasommerauer.github.io/annotation","impossible-roll-shovel","Agree or disagree (run4-expert_inspection2-batch1-40-40)","181009"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","pia_run1","PROLIFIC","25-May-2020 11:49:35","384","14491","""{\""32\"":{\""answer\"":true}}""","3e615222-b125-45b3-835f-7f334574d2e1","I know that (a/an) freebooter is dangerous as most or all other things similar to (a/an) freebooter are dangerous. ","I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. ","I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. ","4","1","https://piasommerauer.github.io/annotation","implied_category-dangerous-freebooter","Agree or disagree (run4-expert_inspection2-batch1-40-40)","150380"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","piek","PROLIFIC","29-May-2020 11:48:30","384","14491","""{\""4\"":{\""answer\"":false}}""","3e615222-b125-45b3-835f-7f334574d2e1","I know that (a/an) freebooter is dangerous as most or all other things similar to (a/an) freebooter are dangerous. ","I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. ","I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. ","4","1","https://piasommerauer.github.io/annotation","implied_category-dangerous-freebooter","Agree or disagree (run4-expert_inspection2-batch1-40-40)","180930"
"qu40-s_qu40-batch1.csv","","NOT AVAILABLE","NOT AVAILABLE","pia_run1","PROLIFIC","25-May-2020 11:48:11","384","14492","""{\""27\"":{\""answer\"":false}}""","c2612c4d-23b6-4bb6-9697-6d3f93179ffb","``Freebooter'' is one of the first things which come to mind when I hear ``dangerous' because (a/an) freebooter is a typical example of things which are dangerous'. ","``Movie_star'' is one of the first things which come to mind when I hear ``famous' because (a/an) movie_star is a typical example of things which are famous'. ","``Mug'' is one of the first things which come to mind when I hear ``expensive' because (a/an) mug is a typical example of things which are expensive'. ","4","1","https://piasommerauer.github.io/annotation","typical_of_property-dangerous-freebooter","Agree or disagree (run4-expert_inspection2-batch1-40-40)","150347"
