filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,triple
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,579a2047275be6000135a94c,PROLIFIC,05-Dec-2019 09:23:08,112,4347,"""{\""46\"":{\""answer\"":false}}""",d4df57d2-12a0-11ea-b098-acde48001122,Being red applies to pansy and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being alcoholic applies to lemonade and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22571,implied_category-red-pansy
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5bf9146118430e0001861d8e,PROLIFIC,05-Dec-2019 09:19:37,112,4347,"""{\""33\"":{\""answer\"":true}}""",d4df57d2-12a0-11ea-b098-acde48001122,Being red applies to pansy and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being alcoholic applies to lemonade and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22424,implied_category-red-pansy
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d9dee4cd313e90016b926da,PROLIFIC,05-Dec-2019 09:31:10,112,4347,"""{\""70\"":{\""answer\"":false}}""",d4df57d2-12a0-11ea-b098-acde48001122,Being red applies to pansy and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being alcoholic applies to lemonade and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22764,implied_category-red-pansy
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de7e9184fc566745514109b,PROLIFIC,05-Dec-2019 09:17:48,112,4347,"""{\""11\"":{\""answer\"":true}}""",d4df57d2-12a0-11ea-b098-acde48001122,Being red applies to pansy and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being alcoholic applies to lemonade and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22341,implied_category-red-pansy
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c91321c0375460001034cb8,PROLIFIC,05-Dec-2019 09:22:25,112,4347,"""{\""32\"":{\""answer\"":true}}""",d4df57d2-12a0-11ea-b098-acde48001122,Being red applies to pansy and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being alcoholic applies to lemonade and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22556,implied_category-red-pansy
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,579a2047275be6000135a94c,PROLIFIC,05-Dec-2019 09:25:27,112,4348,"""{\""70\"":{\""answer\"":false}}""",d5059316-12a0-11ea-b098-acde48001122,(A/An) mangifera can be either red or a limited range of other options like red. ,(A/An) apple can be either green or a limited range of other options like green. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22629,variability_limited-red-mangifera
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5bf9146118430e0001861d8e,PROLIFIC,05-Dec-2019 09:18:45,112,4348,"""{\""23\"":{\""answer\"":true}}""",d5059316-12a0-11ea-b098-acde48001122,(A/An) mangifera can be either red or a limited range of other options like red. ,(A/An) apple can be either green or a limited range of other options like green. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22380,variability_limited-red-mangifera
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d9dee4cd313e90016b926da,PROLIFIC,05-Dec-2019 09:28:12,112,4348,"""{\""42\"":{\""answer\"":false}}""",d5059316-12a0-11ea-b098-acde48001122,(A/An) mangifera can be either red or a limited range of other options like red. ,(A/An) apple can be either green or a limited range of other options like green. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22684,variability_limited-red-mangifera
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de7e9184fc566745514109b,PROLIFIC,05-Dec-2019 09:20:09,112,4348,"""{\""20\"":{\""answer\"":true}}""",d5059316-12a0-11ea-b098-acde48001122,(A/An) mangifera can be either red or a limited range of other options like red. ,(A/An) apple can be either green or a limited range of other options like green. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22455,variability_limited-red-mangifera
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c91321c0375460001034cb8,PROLIFIC,05-Dec-2019 09:28:41,112,4348,"""{\""70\"":{\""answer\"":true}}""",d5059316-12a0-11ea-b098-acde48001122,(A/An) mangifera can be either red or a limited range of other options like red. ,(A/An) apple can be either green or a limited range of other options like green. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22700,variability_limited-red-mangifera
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,579a2047275be6000135a94c,PROLIFIC,05-Dec-2019 09:19:18,112,4349,"""{\""16\"":{\""answer\"":false}}""",d74dd8d6-12a0-11ea-b098-acde48001122,Most or all paints and other such things roll.,Most or all apple_trees and other such things grow.,Most or all goldfishs and other such things speak.,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22410,implied_category-roll-paint
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5bf9146118430e0001861d8e,PROLIFIC,05-Dec-2019 09:21:45,112,4349,"""{\""61\"":{\""answer\"":false}}""",d74dd8d6-12a0-11ea-b098-acde48001122,Most or all paints and other such things roll.,Most or all apple_trees and other such things grow.,Most or all goldfishs and other such things speak.,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22530,implied_category-roll-paint
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d9dee4cd313e90016b926da,PROLIFIC,05-Dec-2019 09:30:11,112,4349,"""{\""57\"":{\""answer\"":false}}""",d74dd8d6-12a0-11ea-b098-acde48001122,Most or all paints and other such things roll.,Most or all apple_trees and other such things grow.,Most or all goldfishs and other such things speak.,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22730,implied_category-roll-paint
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de7e9184fc566745514109b,PROLIFIC,05-Dec-2019 09:25:33,112,4349,"""{\""52\"":{\""answer\"":true}}""",d74dd8d6-12a0-11ea-b098-acde48001122,Most or all paints and other such things roll.,Most or all apple_trees and other such things grow.,Most or all goldfishs and other such things speak.,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22632,implied_category-roll-paint
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c91321c0375460001034cb8,PROLIFIC,05-Dec-2019 09:24:57,112,4349,"""{\""42\"":{\""answer\"":true}}""",d74dd8d6-12a0-11ea-b098-acde48001122,Most or all paints and other such things roll.,Most or all apple_trees and other such things grow.,Most or all goldfishs and other such things speak.,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22618,implied_category-roll-paint
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,579a2047275be6000135a94c,PROLIFIC,05-Dec-2019 09:21:01,112,4350,"""{\""28\"":{\""answer\"":false}}""",d5058ff6-12a0-11ea-b098-acde48001122,Being red is necessary for things (a/an) mangifera usually does or for things we usually do with (a/an) mangifera. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22503,affording_activity-red-mangifera
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5bf9146118430e0001861d8e,PROLIFIC,05-Dec-2019 09:21:56,112,4350,"""{\""63\"":{\""answer\"":true}}""",d5058ff6-12a0-11ea-b098-acde48001122,Being red is necessary for things (a/an) mangifera usually does or for things we usually do with (a/an) mangifera. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22538,affording_activity-red-mangifera
qu70-s_qu70-batch38.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d9dee4cd313e90016b926da,PROLIFIC,05-Dec-2019 09:26:37,112,4350,"""{\""37\"":{\""answer\"":false}}""",d5058ff6-12a0-11ea-b098-acde48001122,Being red is necessary for things (a/an) mangifera usually does or for things we usually do with (a/an) mangifera. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=B902B92F,22656,affording_activity-red-mangifera
