filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,triple,uuid
qu30-s_qu30-batch0.csv,1,NOT AVAILABLE,NOT AVAILABLE,127c20e1-df04-4d7e-93b3-ef8e102daeea,PROLIFIC,26-Nov-2019 15:48:17,66,926,"""{\""18\"":{\""answer\"":false}}""",fcf9ec6c-0208-11ea-8375-acde48001122,Being round is typical of (a/an) sundae. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=5ACBDFBD,4526,typical_of_concept-round-sundae,7f221620-7087-4185-9fe1-83aa494f8d82
qu30-s_qu30-batch0.csv,1,NOT AVAILABLE,NOT AVAILABLE,78b2b619-8e7d-4cac-b82a-a6ff87f2e224,PROLIFIC,26-Nov-2019 15:47:44,66,926,"""{\""7\"":{\""answer\"":false}}""",fcf9ec6c-0208-11ea-8375-acde48001122,Being round is typical of (a/an) sundae. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=5ACBDFBD,4496,typical_of_concept-round-sundae,42c86ecc-27bc-4079-b650-d837ac63b8c3
qu30-s_qu30-batch0.csv,1,NOT AVAILABLE,NOT AVAILABLE,bf0040b0-088f-4a23-b68f-a1c13209b8f7,PROLIFIC,26-Nov-2019 15:48:31,66,926,"""{\""26\"":{\""answer\"":false}}""",fcf9ec6c-0208-11ea-8375-acde48001122,Being round is typical of (a/an) sundae. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=5ACBDFBD,4538,typical_of_concept-round-sundae,6fbec9ad-a650-460f-870e-3c507268c501
qu30-s_qu30-batch0.csv,1,NOT AVAILABLE,NOT AVAILABLE,932c9f4b-94e7-4cc2-8c46-85b76e4da968,PROLIFIC,26-Nov-2019 16:33:12,66,926,"""{\""29\"":{\""answer\"":true}}""",fcf9ec6c-0208-11ea-8375-acde48001122,Being round is typical of (a/an) sundae. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=5ACBDFBD,4620,typical_of_concept-round-sundae,186e571a-91a0-460d-a607-cd784681ae8d
qu30-s_qu30-batch0.csv,1,NOT AVAILABLE,NOT AVAILABLE,None,PROLIFIC,26-Nov-2019 15:50:41,66,926,"""{\""6\"":{\""answer\"":true}}""",fcf9ec6c-0208-11ea-8375-acde48001122,Being round is typical of (a/an) sundae. ,Being bitter is typical of (a/an) coffee. ,Being salty is typical of (a/an) beer. ,1,1,https://app.prolific.co/submissions/complete?cc=5ACBDFBD,4566,typical_of_concept-round-sundae,2bf948cb-0081-46a5-85ac-cf5409261302
qu30-s_qu30-batch0.csv,1,NOT AVAILABLE,NOT AVAILABLE,127c20e1-df04-4d7e-93b3-ef8e102daeea,PROLIFIC,26-Nov-2019 15:48:33,66,927,"""{\""23\"":{\""answer\"":true}}""",fcf86af4-0208-11ea-8375-acde48001122,(A/An) pilaf can be either round or a limited range of other options like round. ,(A/An) pepper can be either red or a limited range of other options like red. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=5ACBDFBD,4539,variability_limited-round-pilaf,0e47b3b7-1039-4e70-9f8d-3b0915777c48
qu30-s_qu30-batch0.csv,1,NOT AVAILABLE,NOT AVAILABLE,78b2b619-8e7d-4cac-b82a-a6ff87f2e224,PROLIFIC,26-Nov-2019 15:48:01,66,927,"""{\""11\"":{\""answer\"":true}}""",fcf86af4-0208-11ea-8375-acde48001122,(A/An) pilaf can be either round or a limited range of other options like round. ,(A/An) pepper can be either red or a limited range of other options like red. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=5ACBDFBD,4507,variability_limited-round-pilaf,36effa23-0f43-4b3e-8890-324bb60f9cbd
qu30-s_qu30-batch0.csv,1,NOT AVAILABLE,NOT AVAILABLE,bf0040b0-088f-4a23-b68f-a1c13209b8f7,PROLIFIC,26-Nov-2019 15:47:33,66,927,"""{\""13\"":{\""answer\"":true}}""",fcf86af4-0208-11ea-8375-acde48001122,(A/An) pilaf can be either round or a limited range of other options like round. ,(A/An) pepper can be either red or a limited range of other options like red. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=5ACBDFBD,4488,variability_limited-round-pilaf,bd83f875-71ac-41b8-a29e-fbbdd74698c0
qu30-s_qu30-batch0.csv,1,NOT AVAILABLE,NOT AVAILABLE,932c9f4b-94e7-4cc2-8c46-85b76e4da968,PROLIFIC,26-Nov-2019 16:31:43,66,927,"""{\""6\"":{\""answer\"":false}}""",fcf86af4-0208-11ea-8375-acde48001122,(A/An) pilaf can be either round or a limited range of other options like round. ,(A/An) pepper can be either red or a limited range of other options like red. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=5ACBDFBD,4597,variability_limited-round-pilaf,4a0cc74d-03be-4373-a17e-ae07075edfb2
qu30-s_qu30-batch0.csv,1,NOT AVAILABLE,NOT AVAILABLE,None,PROLIFIC,26-Nov-2019 15:56:38,66,927,"""{\""18\"":{\""answer\"":true}}""",fcf86af4-0208-11ea-8375-acde48001122,(A/An) pilaf can be either round or a limited range of other options like round. ,(A/An) pepper can be either red or a limited range of other options like red. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=5ACBDFBD,4578,variability_limited-round-pilaf,3fef3f73-3ddf-4a8b-bb8f-d7b0fb7da70e
