"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","questionid","answer","quid","description","exampletrue","examplefalse","run","sublist","completionurl","triple","name","id"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5b222aff59f9620001c109cb","PROLIFIC","23-May-2020 15:19:31","417","16887","""{\""32\"":{\""answer\"":false}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","139497"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5b222aff59f9620001c109cb","PROLIFIC","23-May-2020 15:10:23","417","16887","""{\""6\"":{\""answer\"":false}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","139106"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5b222aff59f9620001c109cb","PROLIFIC","23-May-2020 15:03:27","417","16887","""{\""0\"":{\""answer\"":false}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","138992"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5bbdb64056161d000101208d","PROLIFIC","23-May-2020 15:31:50","417","16887","""{\""27\"":{\""answer\"":false}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","140596"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5c19f2319bce3100018a67ba","PROLIFIC","23-May-2020 16:52:20","417","16887","""{\""26\"":{\""answer\"":false}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","141608"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5c5da3b159ec1d0001fe5606","PROLIFIC","23-May-2020 15:32:10","417","16887","""{\""17\"":{\""answer\"":false}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","140631"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5c7515e980f4f000124d2e36","PROLIFIC","23-May-2020 15:18:40","417","16887","""{\""54\"":{\""answer\"":false}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","139447"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5db8ad1eaa674d000aec4f87","PROLIFIC","23-May-2020 15:41:50","417","16887","""{\""22\"":{\""answer\"":false}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","141226"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5ddaaaabc944d1a08138b0cc","PROLIFIC","23-May-2020 15:27:28","417","16887","""{\""49\"":{\""answer\"":true}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","140055"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5debbf853ccb8a2acc5bc1d6","PROLIFIC","23-May-2020 15:30:50","417","16887","""{\""19\"":{\""answer\"":false}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","140507"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5e6504672a0d1627bc5e2b69","PROLIFIC","23-May-2020 15:31:22","417","16887","""{\""22\"":{\""answer\"":false}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","140563"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5e77ca4fa9d3b53404aee3ad","PROLIFIC","23-May-2020 16:49:16","417","16887","""{\""15\"":{\""answer\"":false}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","141503"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5e985166fe94f202ec2d2833","PROLIFIC","23-May-2020 14:58:10","417","16887","""{\""67\"":{\""answer\"":false}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","138950"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5ea6bed3221dd504658c85c7","PROLIFIC","23-May-2020 15:25:01","417","16887","""{\""42\"":{\""answer\"":false}}""","fef4ac86-8db5-4281-a005-07af9d43228f","I know that being black is necessary for many things (a/an) market does or is used for. ","I know that being pointy is necessary for many things (a/an) needle does or is used for. ","I know that being white is necessary for many things (a/an) t-shirt does or is used for. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","affording_activity-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","139835"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5b222aff59f9620001c109cb","PROLIFIC","23-May-2020 15:13:15","417","16888","""{\""2\"":{\""answer\"":false}}""","0c3bec95-8b60-4be5-8c2a-2dc1a207b5f2","``Market'' is one of the first things which come to mind when I hear ``black' because (a/an) market is a typical example of things which are black'. ","``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. ","``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","typical_of_property-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","139193"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5b222aff59f9620001c109cb","PROLIFIC","23-May-2020 15:21:56","417","16888","""{\""61\"":{\""answer\"":false}}""","0c3bec95-8b60-4be5-8c2a-2dc1a207b5f2","``Market'' is one of the first things which come to mind when I hear ``black' because (a/an) market is a typical example of things which are black'. ","``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. ","``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","typical_of_property-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","139632"
"qu70-s_qu70-batch87.csv","","NOT AVAILABLE","NOT AVAILABLE","5bbdb64056161d000101208d","PROLIFIC","23-May-2020 15:33:16","417","16888","""{\""50\"":{\""answer\"":false}}""","0c3bec95-8b60-4be5-8c2a-2dc1a207b5f2","``Market'' is one of the first things which come to mind when I hear ``black' because (a/an) market is a typical example of things which are black'. ","``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. ","``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. ","4","1","https://app.prolific.co/submissions/complete?cc=394465EF","typical_of_property-black-market","Agree or disagree (run4-experiment2-batch87-70-70)","140758"
