"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","questionid","answer","quid","description","exampletrue","examplefalse","run","sublist","completionurl","triple","id"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5b222aff59f9620001c109cb","PROLIFIC","02-Apr-2020 10:17:52","199","7782","""{\""48\"":{\""answer\"":false}}""","c304e4f2-ab7e-4910-b19b-5a2594b0922d","You can find (a/an) vaporizer which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) knitting_needle which can pierce/be used for pierceing. This is not what it usually does or is used for. ","You can find (a/an) dog which can bark/be used for barking. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","afforded_unusual-roll-vaporizer","51458"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5ba39314eb6f3a00014c54c5","PROLIFIC","02-Apr-2020 09:53:26","199","7782","""{\""40\"":{\""answer\"":true}}""","c304e4f2-ab7e-4910-b19b-5a2594b0922d","You can find (a/an) vaporizer which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) knitting_needle which can pierce/be used for pierceing. This is not what it usually does or is used for. ","You can find (a/an) dog which can bark/be used for barking. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","afforded_unusual-roll-vaporizer","50402"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5bc11bbbc11e1200018dfa3b","PROLIFIC","02-Apr-2020 09:53:38","199","7782","""{\""35\"":{\""answer\"":false}}""","c304e4f2-ab7e-4910-b19b-5a2594b0922d","You can find (a/an) vaporizer which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) knitting_needle which can pierce/be used for pierceing. This is not what it usually does or is used for. ","You can find (a/an) dog which can bark/be used for barking. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","afforded_unusual-roll-vaporizer","50430"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5c3bba90a5cdf70001cba89f","PROLIFIC","02-Apr-2020 09:54:19","199","7782","""{\""48\"":{\""answer\"":true}}""","c304e4f2-ab7e-4910-b19b-5a2594b0922d","You can find (a/an) vaporizer which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) knitting_needle which can pierce/be used for pierceing. This is not what it usually does or is used for. ","You can find (a/an) dog which can bark/be used for barking. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","afforded_unusual-roll-vaporizer","50524"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5d6afe319e02d20001143367","PROLIFIC","02-Apr-2020 09:58:32","199","7782","""{\""11\"":{\""answer\"":true}}""","c304e4f2-ab7e-4910-b19b-5a2594b0922d","You can find (a/an) vaporizer which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) knitting_needle which can pierce/be used for pierceing. This is not what it usually does or is used for. ","You can find (a/an) dog which can bark/be used for barking. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","afforded_unusual-roll-vaporizer","51009"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5dcf1031b039ab061db5243e","PROLIFIC","02-Apr-2020 10:31:56","199","7782","""{\""2\"":{\""answer\"":true}}""","c304e4f2-ab7e-4910-b19b-5a2594b0922d","You can find (a/an) vaporizer which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) knitting_needle which can pierce/be used for pierceing. This is not what it usually does or is used for. ","You can find (a/an) dog which can bark/be used for barking. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","afforded_unusual-roll-vaporizer","51758"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5e4c058c4335e2058da46217","PROLIFIC","02-Apr-2020 09:49:21","199","7782","""{\""56\"":{\""answer\"":true}}""","c304e4f2-ab7e-4910-b19b-5a2594b0922d","You can find (a/an) vaporizer which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) knitting_needle which can pierce/be used for pierceing. This is not what it usually does or is used for. ","You can find (a/an) dog which can bark/be used for barking. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","afforded_unusual-roll-vaporizer","49849"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5e81f8212c3f6990439a8516","PROLIFIC","02-Apr-2020 09:58:15","199","7782","""{\""40\"":{\""answer\"":false}}""","c304e4f2-ab7e-4910-b19b-5a2594b0922d","You can find (a/an) vaporizer which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) knitting_needle which can pierce/be used for pierceing. This is not what it usually does or is used for. ","You can find (a/an) dog which can bark/be used for barking. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","afforded_unusual-roll-vaporizer","50995"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5e83b82b8bded80e3fd05acc","PROLIFIC","02-Apr-2020 10:02:47","199","7782","""{\""61\"":{\""answer\"":true}}""","c304e4f2-ab7e-4910-b19b-5a2594b0922d","You can find (a/an) vaporizer which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) knitting_needle which can pierce/be used for pierceing. This is not what it usually does or is used for. ","You can find (a/an) dog which can bark/be used for barking. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","afforded_unusual-roll-vaporizer","51178"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5e849fb26f8edc0320c1c30e","PROLIFIC","02-Apr-2020 09:54:33","199","7782","""{\""52\"":{\""answer\"":false}}""","c304e4f2-ab7e-4910-b19b-5a2594b0922d","You can find (a/an) vaporizer which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) knitting_needle which can pierce/be used for pierceing. This is not what it usually does or is used for. ","You can find (a/an) dog which can bark/be used for barking. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","afforded_unusual-roll-vaporizer","50560"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","Tourism","PROLIFIC","02-Apr-2020 10:03:41","199","7782","""{\""33\"":{\""answer\"":true}}""","c304e4f2-ab7e-4910-b19b-5a2594b0922d","You can find (a/an) vaporizer which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) knitting_needle which can pierce/be used for pierceing. This is not what it usually does or is used for. ","You can find (a/an) dog which can bark/be used for barking. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","afforded_unusual-roll-vaporizer","51222"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5b222aff59f9620001c109cb","PROLIFIC","02-Apr-2020 10:15:25","199","7783","""{\""30\"":{\""answer\"":true}}""","07a01f98-18a0-44d0-a627-ebd176b13e7c","I think it is impossible for (a/an) vaporizer to roll/be used for rolling.","I think it is impossible for (a/an) fish to speak/be used for speaking.","I think it is impossible for (a/an) metal to melt/be used for melting.","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","impossible-roll-vaporizer","51419"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5ba39314eb6f3a00014c54c5","PROLIFIC","02-Apr-2020 09:52:55","199","7783","""{\""35\"":{\""answer\"":false}}""","07a01f98-18a0-44d0-a627-ebd176b13e7c","I think it is impossible for (a/an) vaporizer to roll/be used for rolling.","I think it is impossible for (a/an) fish to speak/be used for speaking.","I think it is impossible for (a/an) metal to melt/be used for melting.","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","impossible-roll-vaporizer","50328"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5bc11bbbc11e1200018dfa3b","PROLIFIC","02-Apr-2020 09:54:27","199","7783","""{\""43\"":{\""answer\"":false}}""","07a01f98-18a0-44d0-a627-ebd176b13e7c","I think it is impossible for (a/an) vaporizer to roll/be used for rolling.","I think it is impossible for (a/an) fish to speak/be used for speaking.","I think it is impossible for (a/an) metal to melt/be used for melting.","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","impossible-roll-vaporizer","50546"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5c3bba90a5cdf70001cba89f","PROLIFIC","02-Apr-2020 09:56:03","199","7783","""{\""67\"":{\""answer\"":true}}""","07a01f98-18a0-44d0-a627-ebd176b13e7c","I think it is impossible for (a/an) vaporizer to roll/be used for rolling.","I think it is impossible for (a/an) fish to speak/be used for speaking.","I think it is impossible for (a/an) metal to melt/be used for melting.","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","impossible-roll-vaporizer","50776"
"qu70-s_qu70-batch28.csv","","NOT AVAILABLE","NOT AVAILABLE","5d6afe319e02d20001143367","PROLIFIC","02-Apr-2020 09:52:03","199","7783","""{\""4\"":{\""answer\"":true}}""","07a01f98-18a0-44d0-a627-ebd176b13e7c","I think it is impossible for (a/an) vaporizer to roll/be used for rolling.","I think it is impossible for (a/an) fish to speak/be used for speaking.","I think it is impossible for (a/an) metal to melt/be used for melting.","3","1","https://app.prolific.co/submissions/complete?cc=8A2725E3","impossible-roll-vaporizer","50216"
